"","SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"44","Marker64886174",64886174,0.0399749956424734,0.980210928002398,0.22964721255565,0.891523389166906,0.254127605095451,0.992579710934475,2998.79985837931,2748.05728588476,3249.54243087386,3098.65227541349,2421.59799585665,3965.00407596702,2958.53368796377,2710.7972105209,3206.27016540664,3355.53927139729,2676.68007093655,4206.57064105155
"45","Marker64940836",64940836,0.288695092118013,0.865586864473306,0.500741657399918,0.778512034930849,0.64398958259649,0.958052223074695,3041.545246,2777.45807110676,3305.63242089324,2485.23305869732,1909.97940829327,3233.74342635516,2964.52404079578,2721.37904745812,3207.66903413344,2628.5291726151,2089.28614728547,3306.95037645535
"46","Marker66387589",66387589,0.0722623397039991,0.964513770056805,0.625352932619128,0.731486534827299,0.650066382504252,0.957340949291152,2993.30727343859,2737.35844936765,3249.25609750953,2307.4292335504,1781.69855633351,2988.28870288784,2964.29775349285,2718.47997074579,3210.11553623991,2459.59665161057,1947.74515454669,3105.95853594711
"47","Marker67849809",67849809,0.0306264601103448,0.984803421257002,0.187006288925558,0.910735153648905,0.211932137147829,0.994766895297735,3012.24020894546,2758.33213217864,3266.14828571227,3518.38505637947,2743.50922388019,4512.116561229,2953.77002896324,2702.13554682438,3205.4045111021,3908.90780831404,3125.30795401861,4888.97749556219
"48","Marker77145054",77145054,0.0548492115587807,0.972948034447016,0.193158240179386,0.907938058617201,0.237278344967204,0.993494999234956,2944.66342244203,2696.35409541661,3192.97274946744,3665.10557200198,2930.56807191615,4583.75254362776,3038.80716998077,2773.66610449295,3303.94823546858,3377.75103590906,2610.57465873033,4370.37953403474
"49","Marker79262108",79262108,0.187584831571614,0.910471742186608,0.176333539465787,0.915608168260449,0.373173856436217,0.984613727444261,3074.32657957143,2813.63093407756,3335.02222506529,1926.96402621328,1451.4961977453,2558.1812505524,2845.09656404666,2608.36152281175,3081.83160528157,2166.98898653859,1723.41689341067,2724.72742128366
"50","Marker81516143",81516143,0.541961276534013,0.762631262124989,0.27286903821501,0.872463448074461,0.689128958590136,0.952662744800177,2931.6677354589,2692.45442467586,3170.88104624193,2242.46446677809,1779.90857405057,2825.22763139377,3184.50487776595,2904.54909585591,3464.460659676,2104.0419708224,1577.67910703369,2806.01587182437
"51","Marker84568562",84568562,0.141253833595425,0.93180946974677,0.121376837042399,0.941116428546072,0.259743233777593,0.992262485884951,2864.82698540132,2632.45623164375,3097.19773915888,4936.98265283612,4021.23868744049,6061.26609458208,3149.14616489362,2867.2527762484,3431.03955353884,4683.70299865601,3608.15883017701,6079.85258191727
"52","Marker85830193",85830193,0.20337819965788,0.903310347358415,0.229541773424501,0.891570391131634,0.442087443557488,0.97888831943949,2831.33573605921,2596.63445200638,3066.03702011204,3166.28740451333,2549.25987616282,3932.66140565868,3111.37208270833,2850.94747515397,3371.7966902627,2771.66540547821,2110.03010554273,3640.76754153644
"53","Marker85990064",85990064,0.345317537649283,0.841424686197637,0.58277485479923,0.747226126056589,0.832414828634289,0.934050334633256,3134.94912608,2868.70757487558,3401.19067728442,3619.37371659528,2790.71221448258,4694.09422884887,2818.36136866447,2581.25172571484,3055.4710116141,4006.77033398283,3244.93164864722,4947.47201099836
"54","Marker87158930",87158930,0.144344525638495,0.930370613741413,0.239852946830021,0.886985651345502,0.381306676015566,0.983978572573742,2844.74335838513,2606.159009311,3083.32770745927,2972.22602040233,2381.72758856002,3709.12591296711,3127.75445932608,2844.55672354808,3410.95219510409,2772.43634088382,2093.43716386384,3671.66657635261
"55","Marker88480910",88480910,0.00581066356967415,0.997098884607225,0.343226982363511,0.842304668443053,0.349103089420208,0.986427810055253,2941.54584200725,2692.32198758202,3190.76969643248,4473.44595740188,3595.5530183365,5565.6858991482,3000.96398331373,2729.94688626603,3271.98108036143,4153.59781779805,3221.57239694752,5355.26528857881
"56","Marker90952410",90952410,0.224084652992379,0.894006416540342,0.270950878266881,0.873300611684868,0.498018105402021,0.973693629464703,2755.85376649056,2487.4565350901,3024.25099789103,13596.7000653595,10928.1598577605,16916.8693607703,3120.22724666911,2873.00003278658,3367.45446055165,14342.1187811532,11826.151870746,17393.3476739406
"57","Marker95858529",95858529,0.0912682796117775,0.955391437954123,0.0597318630911457,0.970575648403251,0.148984078964501,0.997359481330558,3057.49224662838,2821.74311259841,3293.24138065836,10629.1566101556,8783.28461229696,12862.9522132346,2827.91917018,2559.26483121089,3096.57350914912,9815.20356701292,7782.47708867659,12378.863434378
"58","Marker96690750",96690750,0.139809094739301,0.932482823596331,0.112311643312732,0.945391811894515,0.225651734055127,0.994094247245267,2857.28209318867,2592.22733933925,3122.3368470381,4436.71235786638,3464.9338259925,5681.0367917505,3005.18113125694,2766.08099350876,3244.28126900512,4690.8961165345,3794.36245701909,5799.26315036479
"59","Marker103419465",103419465,0.109768379956826,0.946594766766256,0.0493604745591792,0.975621829646201,0.158291003280489,0.997028447971936,3078.12450138733,2838.95427971962,3317.29472305503,9864.29786274963,8107.32259204462,12002.0353477149,2835.12817184314,2563.22209620879,3107.03424747749,9430.73029808568,7482.23609567247,11886.6436207046
"60","Marker106895380",106895380,0.282635488400196,0.868213398093324,0.0980104319910482,0.952176163138947,0.315455450692033,0.988794752966712,2979.48634122297,2745.9159268858,3213.05675556014,389.263022414919,289.481286268285,523.438673956864,2870.72804837736,2604.15861625136,3137.29748050335,378.791997594978,266.942460821152,537.506760822609
"61","Marker110637662",110637662,0.134181993511019,0.935110105479469,0.0278253220226183,0.986183672786263,0.160886324644864,0.996932843497572,2815.37893887719,2560.65293861579,3070.10493913858,11563.2700759865,9336.60396662748,14320.9688799194,3086.90513886805,2850.05887064531,3323.75140709079,12211.3473812265,10095.145016341,14771.1602580857
"62","Marker116265895",116265895,0.228326263660572,0.892112412080714,0.00395586645602495,0.998024021592867,0.232210744182267,0.993759460406747,3096.58378461688,2871.79478779557,3321.37278143818,13426.4512470142,11195.1916904046,16102.4123636006,2748.31871174509,2474.75879480726,3021.87862868293,13265.2536457962,10610.3915496295,16584.3978013661
"63","Marker119693683",119693683,0.337590547756419,0.84468181411771,0.714536822540124,0.699584696114903,1.06206790350938,0.900242903648194,3150.36166822297,2911.90837562316,3388.81496082278,9930.89935964969,8192.44910150072,12038.2514275767,2686.63996057777,2392.85682449672,2980.42309665883,9462.012255646,7392.82758034366,12110.342754921
"64","Marker148636862",148636862,0.312396521349955,0.8553895834422,0.201086469320626,0.904346012474886,0.443139408347996,0.978795025491525,2781.2429044902,2508.81272120966,3053.67308777074,10932.1304944921,8704.82147026893,13729.342704706,3042.0376771419,2807.27238547824,3276.80296880555,11445.3756211062,9473.02134041072,13828.388895251
"65","Marker149549726",149549726,0.276374674462303,0.87093551781358,0.082109611016248,0.959776527466086,0.33884259537257,0.987170717346503,2747.85536562,2478.19322390063,3017.51750733937,13310.1956661074,10631.361763616,16664.0278648375,3065.44065150694,2826.28685590463,3304.59444710925,14395.1455457047,11936.7594178583,17359.8384643661
"66","Marker166807067",166807067,0.159240985477563,0.923466742227716,0.329154006440344,0.848252436260309,0.479693000790841,0.975447519974283,3089.48247278,2854.71905922083,3324.24588633918,13566.6875760537,11278.9780468321,16318.4120956725,2796.87781244898,2540.21432375534,3053.54130114262,11623.1215993955,9249.0254666549,14606.6151727437
"67","Marker172189800",172189800,0.616733041353215,0.734646005706741,0.310319996851101,0.856278163364913,0.901829687891626,0.924298174607818,3226.63648177857,2978.29864811709,3474.97431544005,5161.18836787499,4169.50933087883,6388.72904574445,2703.44396618,2443.11779734684,2963.77013501316,4506.42291704056,3500.97915106273,5800.61937845699
"68","Marker174996663",174996663,0.489250214894638,0.782998023353459,0.453435509597607,0.797145741101954,0.867939184434911,0.929114724679986,2756.05012019607,2490.09585384112,3022.00438655102,7125.16423559052,5615.74219066251,9040.29488186831,3173.20729803472,2930.1761288752,3416.23846719423,7849.38125979987,6424.23906360555,9590.67456109234
"69","Marker178289053",178289053,0.290202089178757,0.864934891704125,0.215447156813351,0.89787575437738,0.500596861750546,0.973442848285166,3137.74183862837,2898.23292416498,3377.25075309177,12939.7561725013,10730.9643945478,15603.1912554717,2763.76442468085,2500.5880058772,3026.94084348449,10973.0228249619,8676.18311907412,13877.9032513072
"70","Marker178401596",178401596,0.388905847770121,0.823284934400472,0.0920762014435979,0.955005575095799,0.468750229294205,0.976470974949583,3148.40057878,2914.13710408214,3382.66405347786,9382.0535352611,7742.49603409489,11368.805117999,2764.59635346154,2504.41912562876,3024.77358129432,8540.06366301815,6780.79529234211,10755.7718857506
"71","Marker178402221",178402221,0.51836645340195,0.771681617412494,0.268930696359181,0.874183170389966,0.780468462337881,0.941047194974159,2698.83523337255,2448.49228450342,2949.17818224167,2992.37338286593,2303.25356633251,3887.67376435348,3207.14434378169,2961.76771632807,3452.52097123531,3496.03017196704,2800.48232393297,4364.3292653028
"72","Marker181706024",181706024,0.341567584182128,0.843003817862256,0.0387316296903508,0.98082049790927,0.368145775140881,0.985000832576194,3050.003513008,2818.11136190419,3281.89566411182,9542.85712430499,7880.13143310531,11556.4217256986,2702.05949275,2415.70762907615,2988.41135642386,8922.73793316849,6949.37166259767,11456.4677339827
"73","Marker187980639",187980639,1.21254622193645,0.54537965565181,0.525233459884323,0.769036589532351,1.59053531231343,0.810492222916056,2460.98262986364,2207.38423712825,2714.58102259903,2436.17003681574,1828.62122035754,3245.57343106756,3161.92231067334,2921.55490795675,3402.28971338992,3047.65243061338,2446.47892149705,3796.55236601836
"74","Marker188355303",188355303,0.825591286458722,0.661797511812229,0.646640367230232,0.723742086908026,1.40141107574242,0.843949727587685,3209.37188086986,2961.07878013016,3457.66498160956,3168.4028783186,2537.14694564334,3956.7187137409,2535.54659154348,2278.63593491485,2792.4572481721,2575.13475526608,1946.44072428002,3406.89491596627
"75","Marker189146035",189146035,1.23755491227324,0.538602500439079,0.790510402970247,0.673508137038136,1.84604884325363,0.76404754861368,3209.37188086986,2961.06079460164,3457.68296713808,1781.11315425191,1402.07490884542,2262.62095429806,2451.53815008889,2207.66736073512,2695.40893944265,1381.19414019489,1018.34538337502,1873.33029054069
"76","Marker189405419",189405419,1.37986947501247,0.501608804239313,0.891278285899167,0.640414828576036,2.05739615481732,0.725202878194881,2429.48345757778,2190.14789313971,2668.81902201585,509.263697710566,357.919760018982,724.602390748373,3209.37188086986,2961.06079514269,3457.68296659703,644.577935264212,488.682001811184,850.206705157125
"77","Marker191528652",191528652,2.22246403579754,0.329153188547278,1.14782814275055,0.563316258033715,3.00434343146646,0.557098800732127,3221.59453957432,2974.37361680971,3468.81546233894,2172.06609398834,1723.01344033751,2738.15108240224,2350.6449883617,2122.27354094856,2579.01643577484,1597.16898377555,1194.37251696427,2135.80664868141
"78","Marker197389453",197389453,0.387859122254809,0.823715923846151,0.0260771366302255,0.987046065582467,0.420755798893333,0.980742564851615,2874.72924023559,2613.27606174475,3136.18241872643,5003.13162346555,3966.30774695664,6310.98937315887,3133.89758646818,2897.05644111427,3370.73873182209,4768.67412349719,3828.6035379346,5939.56847994225
"79","Marker197748359",197748359,0.430121255520707,0.806492542858459,0.0110780221689782,0.994476300953181,0.441938661219066,0.978901500324381,3200.31761435671,2957.64657816122,3442.98865055221,6870.3658342009,5570.14016533846,8474.10034481365,2739.25972032586,2485.79909040032,2992.7203502514,6645.11293082434,5303.64293897832,8325.88588098188
"80","Marker198251640",198251640,0.36487745228565,0.833235697929325,0.135460429082466,0.934512557470441,0.542280582538561,0.969256567594241,2802.55587489298,2545.73142788059,3059.38032190537,9392.07660388742,7544.99317551824,11691.34297159,3174.89605465523,2939.01432000303,3410.77778930742,9344.00875774908,7635.09295993044,11435.4206455774
"81","Marker199631399",199631399,0.0241842856874131,0.987980673318907,0.273907750109209,0.872010446638753,0.300766411166254,0.98976464497186,3012.97780893462,2801.91576208042,3224.03985578881,3917.13956454755,3188.20977679903,4812.72671572732,2914.46303349773,2599.97499554655,3228.9510714489,4433.23348040146,3370.23778625093,5831.50517507405
"82","Marker200860725",200860725,0.861546056985259,0.65000642697166,0.248998415703091,0.882938960784844,1.22866447152914,0.873357027182385,2719.259139552,2423.2344483933,3015.2838307107,10616.9437855921,8409.91586065753,13403.1656456561,2942.37735580735,2721.70077825322,3163.05393336148,8957.83813512006,7335.30507087518,10939.2674578206
"83","Marker204435452",204435452,0.0267293095188515,0.986724255712338,0.16970194875973,0.918649176464201,0.197817081858635,0.995419433704776,3015.67201499494,2803.68764082288,3227.656389167,725.881989656735,561.194463839564,938.898540272582,2900.58694654318,2584.56167505172,3216.61221803464,796.857555818565,564.46656034243,1124.92397048273
"84","Marker204435523",204435523,0.0648195255257249,0.968109805443971,0.23489857754225,0.88918560229773,0.306504548742945,0.989390424051163,2941.59248578837,2620.86720841504,3262.31776316171,5249.66241191014,3998.9657490222,6891.52075027417,3026.15897549221,2813.58775124335,3238.73019974106,4589.00725489848,3744.56449679884,5623.88165660222
"85","Marker205191929",205191929,0.0768704868396374,0.96229401759192,0.229639722172487,0.891526728099051,0.310551927605201,0.98912286980687,3052.40041837051,2840.9430791864,3263.85775755462,14296.202591858,11964.0771309279,17082.9230128505,2834.10429430909,2512.02079967732,3156.18778894086,16963.4535559854,13382.5499191462,21502.5356366788
"86","Marker206305709",206305709,0.815215973654682,0.665239610404209,0.307669374176678,0.857413750859901,0.936060665656413,0.919331282429051,2937.53779625348,2616.61756697852,3258.45802552845,7319.53325497145,5632.48679243149,9511.88507758664,3082.56958418171,2872.10257160109,3293.03659676232,6521.96953357252,5394.89368878384,7884.50876896464
