"","SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"18","lim179",47.02,5.28225466741481,0.0215438323430615,1.9279558412352,0.164982259735294,7.1915952738368,0.0274387882545702,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505
"19","IDP755",52.47,11.1125972612141,0.000857433327359225,2.58050315797766,0.108187267569327,13.5148206991977,0.00116223506262042,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501
"20","AY107629",54.63,11.1131369646436,0.000857183854242979,2.5800995182411,0.108214858315849,13.5147737324229,0.00116226235615711,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428
"21","mmp49",56.12,10.968557662048,0.000926708610206729,2.70612983479852,0.0999632401280193,13.4760505007249,0.00118498489612487,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618
"22","cdo1081a",57.82,10.9944296400182,0.0009138613181135,2.69573010800987,0.100617389449647,13.4959047544562,0.00117327959685012,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032
"23","asg31",65.22,6.29602414701226,0.012100908071841,0.594018891031027,0.440869232892666,6.82199117597143,0.0330083213234696,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722
"24","npi415",66.02,6.2978948446574,0.012088144246385,0.595229726509477,0.440403911594698,6.82489825164164,0.0329603773321966,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774
"25","ufg31",71.62,0.794014328824185,0.372889034183827,0.0552677768451414,0.814138106298881,0.842392042878248,0.656261447486742,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381
"26","gpm330",71.91,0.792252170702954,0.373419986210372,0.0552194436470436,0.814217909182608,0.840586655840861,0.656854117901582,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128
"27","ufg33",72.02,0.796865669274436,0.372032138154152,0.0553042443002374,0.8140779192987,0.845224926952236,0.655332549205854,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381
"28","ufg32",72.82,0.804191846141169,0.369843024191264,0.0555403450856091,0.813688757050916,0.852425706194072,0.652977339078669,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646
"29","ufg34",74.42,0.833267901039286,0.361329280309143,0.0571316033235204,0.811088382710815,0.882476635048743,0.643239393085298,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299
"30","AY108650",77.57,2.83785947660453,0.0920667846789908,0.166495456035164,0.683245375141883,2.97846949553011,0.225545188474973,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183
"31","gpm495",80.45,0.0917306418394001,0.76198842525357,4.07492568044988,0.0435241806915855,4.16248983567236,0.124774781118675,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162
"32","gpm83b",80.75,0.0917439799290079,0.761971644549051,4.07813516666987,0.0434415782316456,4.16572181810386,0.12457330900087,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065
"33","gpm767",80.94,0.0917414580473185,0.761974817236513,4.07856951069132,0.0434304122069022,4.16617593838261,0.124545026578993,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711
"34","bnlg1014",81.12,0.0916402999616328,0.762102119813769,4.07854732740552,0.04343098241698,4.16606757650559,0.124551774728229,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155
"35","umc1363a",82.02,0.123877776755078,0.724866199120166,2.05341257543851,0.15186545810777,2.17470847309882,0.337107220824299,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466
"36","gst12",83.52,1.01687236250204,0.313262044058771,1.71812634235352,0.189934404581181,2.70008607262815,0.259229104140682,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839
"37","umc1269",84.62,1.05278765568988,0.304865937203514,1.55510202346332,0.212383821743389,2.57259937399748,0.276291258021226,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227
"38","umc2012",85.72,1.08349600514178,0.297916790193093,1.39149187115678,0.23815331983051,2.44084473067831,0.295105498264147,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294
"39","umc1977",87.52,0.221300189399869,0.6380510201025,0.272152932368619,0.601891209907412,0.490192352835165,0.782629264143209,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839
"40","IDP553",88.91,0.028099362278494,0.866875435420691,0.187138852048837,0.665308671441268,0.215286436284019,0.897947910809855,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688
"41","IDP4043",89.33,0.0204270025869582,0.886350942124724,0.262178560130137,0.608627389910938,0.282567806401785,0.868242779799389,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487
"42","php20603",90.02,0.0314689721814869,0.859198165104068,0.31572642228962,0.574187299043189,0.344365133645505,0.841825469737032,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996
"43","sgb101",90.74,0.00808044519148547,0.92837359751648,1.16382627626788,0.280673415553145,1.17328965382913,0.556190272295965,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683
"44","IDP1437",91.9,0.688427505334148,0.40669975995572,7.20254472243343,0.00728002787368318,7.86895097212388,0.0195559540083276,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715
"45","IDP847",93.03,1.17673837217401,0.278020999768537,8.90042332292878,0.00285104552342809,10.0986847607948,0.00641354973577561,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113
"46","gpm125",96.14,1.16004493010603,0.281456222519839,8.91885260043771,0.00282241778863898,10.1010854904994,0.0064058557548102,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129,62.7064319080129
"47","lls1",97.12,1.69176104798654,0.193368986897991,10.2321523429072,0.0013801352060106,11.8779326556384,0.0026347517134602,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965,64.3979554581965
"48","php20689",99.42,1.69094169766392,0.193476879210208,10.2401772368802,0.00137414383589282,11.8851685781505,0.00262523650704488,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937,63.8502220427937
"49","umc1685",101.32,2.19868908229954,0.138128161679187,9.65147034265584,0.00189200082590277,11.711353476147,0.00286359704009508,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479,64.0007007708479
"50","gpm557b",106.62,4.78890671788036,0.0286436019380887,9.27068615435851,0.00232850455107446,13.9395185193494,0.000939879145413701,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804,63.4801943198804
"51","umc1160",106.63,4.78884148840642,0.0286446867299875,9.27064304971523,0.00232855935093414,13.9394319200133,0.000939919842749819,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077,63.8772919605077
"52","gpm584",107.6,1.37448774718847,0.241042320672435,12.7123621187748,0.000363246313293951,14.1347803658128,0.000852454960119748,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304,63.0781025395304
"53","gpm346b",108.13,0.86874574885053,0.351302772517068,4.59096445998441,0.0321409235807387,5.40848019562394,0.0669211580640693,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822,62.9031996759822
"54","gpm33e",108.55,0.938418946974416,0.332684779985546,4.36363785106814,0.0367138243095296,5.25775371478717,0.0721594621093996,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264,63.4041892940264
"55","umc2224",109.23,1.40077575008924,0.236593727986066,1.83730077136488,0.175267643117888,3.18995873132458,0.202912715428843,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574,63.2399598393574
"56","gpm556",110.49,1.15256135822238,0.283013608890818,1.85511278242508,0.173189916530783,2.94332976426486,0.229543004835346,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189,63.0819848975189
"57","npi579b",110.53,1.16657789308227,0.280105508653753,1.87182927963862,0.171265716827474,2.97194630663353,0.226282026389561,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724,62.3102362204724
"58","IDP3917",115.28,0.0997089077766127,0.75217923608164,3.58618839432876,0.0582617309114414,3.67774883538926,0.158996288835008,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314,63.1245152951314
"59","gpm199c",115.57,1.24195731125445,0.26509416540599,4.86685258122328,0.0273773894780311,6.07917753260207,0.0478545648580538,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291,62.7123125493291
"60","IDP1425",118.03,1.10879391591102,0.292344274762772,5.11607498701097,0.0237051755760547,6.19790055994593,0.0450965162723306,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489,63.0388494583489
"61","mmp68",121.93,0.0843558971956214,0.771478983107409,1.66761314393438,0.196578539368971,1.74873883359999,0.417124968761762,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959,63.0253365003959
"62","umc2225",123.03,0.000637880647344892,0.979850531018024,2.05623561110863,0.151584242240812,2.05668738353132,0.357598764106897,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764,62.752808988764
"63","csu1171",125.63,0.352217899725309,0.552860308061705,0.183296981946163,0.668555043654374,0.528654070508064,0.767722426298773,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718,62.5764754779718
"64","mmp171b",130.13,0.0291967486330456,0.864325545080471,0.140132870856596,0.708148956412952,0.170246841299502,0.918398928013916,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142,63.1547488082142
"65","gpm403b",131.93,0.585277498364453,0.444251113184922,0.098518153473965,0.753615206908591,0.679879915376239,0.711813060381336,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297,63.7768087855297
"66","umc1568",140.13,0.757370697490189,0.384152610704042,0.431823103380924,0.511095732503187,1.18697020158624,0.552398760776994,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681,63.9233247422681
"67","IDP3783",140.14,0.757342139019992,0.384161575429497,0.431882555724184,0.511066649750672,1.18700394155074,0.55238944189831,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405
"68","bnlg1429",141.83,0.737454341870475,0.390477565432545,0.442203562948219,0.506060802468886,1.17834885229492,0.55478511180556,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101,63.2245088868101
"69","IDP209",144.3,0.738079301776253,0.390276841735204,0.442299772924108,0.506014536495546,1.17896915460338,0.554613071243451,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405,62.9993769470405
"70","php20640",145.23,1.96067890071747,0.161440729871544,0.0725195905275385,0.787702974553739,2.03067494579751,0.362280149468294,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114,62.7088212334114
"71","lim504",149.93,2.0896366780472,0.148301335699934,0.175688391102064,0.675105056421704,2.26917774659315,0.32155429371948,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107,62.716577540107
"72","gpm283b",151.4,0.319164873568073,0.572109958064947,3.42550952792665,0.0641964303766514,3.72657199001659,0.155161930419954,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926,63.4675525339926
"73","IDP3970",156.2,0.383468590194753,0.535752726590454,0.0265564711982144,0.870548697894301,0.41319407869654,0.813347330932429,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472,63.6354695431472
"74","umc1976",158.93,0.0595284396451688,0.807242819025842,0.0146572240115619,0.903637948991707,0.0732968857577547,0.964014982115398,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795,62.0481494789795
"75","gpm667",162.62,0.122066662643115,0.726803747234942,0.842529229371898,0.358674410466986,0.959896742661263,0.618815339593991,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582,63.1781388478582
"76","gpm774d",162.74,0.126952183280724,0.721613289354189,0.857945977261282,0.354314134280435,0.980183401051945,0.61257021859755,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456,63.6840455840456
"77","umc2226",164.13,0.156570090823093,0.692334185954712,1.52463978809731,0.216918703018542,1.67975644299076,0.431763099692317,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647,62.9958912768647
"78","mmp135",164.33,0.140396441447938,0.707887213542608,1.26683012354933,0.260362189924323,1.4071230900795,0.494819838623919,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072,62.9139987445072
"79","bnlg1127",165.83,0.0529082941116574,0.818077759426926,1.43046892407062,0.231687925081841,1.48012985539035,0.477082938619805,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398,62.2519110493398
"80","bnlg1953",168.33,0.00187299506906092,0.965479838129436,1.67778951337677,0.195218433287157,1.67890729218969,0.431946454604543,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501,63.2601134215501
"81","gpm768",168.34,0.00195003992338799,0.964777459055741,1.67866986097867,0.195101290482747,1.67984168738986,0.431744697391498,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558,62.9843360626558
"82","gpm291",168.35,0.00228769896522522,0.961851810137902,1.68067868873241,0.19483429515887,1.6821219916105,0.431252723279604,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142,63.1395131086142
"83","IDP4048",177.32,4.35862950007308,0.0368219172079645,0.804506850192423,0.369749302177846,5.16968868293893,0.0754078165575415,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715,62.6201434548715
"84","IDP2552",178.95,1.508457060903,0.219374676221821,0.0209503932650694,0.884914176979619,1.53132186338322,0.465026478645837,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431,62.9649883294431
"85","npi403b",182.13,1.65942022330048,0.197681622321876,0.00696958227698699,0.933466679979991,1.66695040461752,0.434536556877845,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198,62.6495003843198
"86","IDP645",193.89,0.797042273537871,0.371979154943115,1.04320819492102,0.30707650277047,1.81784561819355,0.402958053082497,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944,63.4377723970944
